Address;Title;Description;Rooms;Living Space (sqm);Price
Obermoosbergstrasse 2a, 9100 Herisau;Einzigartige Maisonettewohnung mit Cheminée;Herzlich willkommen im Obermoosberg in HerisauDie Überbauung befindet sich an zentraler Lage mitten in Herisau. Die Überbauung wurde im Jahr 1992 erstellt und die Fassaden sowie Aussenbereiche wurden im Jahr 2023 renoviert. Durchdachte Grundrisse mit hellen Wohnräumen, grosszügigen Küchen und eigenen Waschtürmen in den Wohnungen sorgen für ein optimales Wohngefühl.Verkaufspreise:- 3½-Zimmer-Wohnungen ab CHF 545'000- 4½-Zimmer-Wohnungen ab CHF 590'000- 5½-Zimmer-Maisonettewohnungen à CHF 840'000- Tiefgaragenplatz à CHF 30'000- Aussenparkplatz à CHF 15'000Sind Sie interessiert?Gerne senden wir Ihnen die detaillierten Verkaufsunterlagen zu.Bei Fragen oder zur Vereinbarung eines persönlichen Besprechungstermins steht Ihnen Frau Janine Lekaj-Karge (Tel. 071 844 06 91) gerne zur Verfügung.;5.5 rooms;154m²;CHF 840,000.–
Obermoosbergstrasse 2a, 9100 Herisau;Eigentumswohnung zum unschlagbaren Preis;Herzlich willkommen im Obermoosberg in HerisauDie Überbauung befindet sich an zentraler Lage mitten in Herisau. Die Überbauung wurde im Jahr 1992 erstellt und die Fassaden sowie Aussenbereiche wurden im Jahr 2023 renoviert. Durchdachte Grundrisse mit hellen Wohnräumen, grosszügigen Küchen und eigenen Waschtürmen in den Wohnungen sorgen für ein optimales Wohngefühl.Verkaufspreise:- 3½-Zimmer-Wohnungen ab CHF 545'000- 4½-Zimmer-Wohnungen ab CHF 590'000- 5½-Zimmer-Maisonettewohnungen à CHF 840'000- Tiefgaragenplatz à CHF 30'000- Aussenparkplatz à CHF 15'000Sind Sie interessiert?Gerne senden wir Ihnen die detaillierten Verkaufsunterlagen zu.Bei Fragen oder zur Vereinbarung eines persönlichen Besprechungstermins steht Ihnen Frau Janine Lekaj-Karge (Tel. 071 844 06 91) gerne zur Verfügung.;4.5 rooms;103m²;CHF 590,000.–
Oberstrasse 3, 9038 Rehetobel;Aussergewöhnliche Liegenschaft mit verschiedenen Nutzungsmöglichkeiten;Aussergewöhnliche Liegenschaft mit verschiedenen Nutzungsmöglichkeiten und TraumpanoramaAn guter Lage in Rehetobel, fussgängig von einer Volg-Filiale und der Bushaltestelle gelegen, steht eine aussergewöhnliche Liegenschaft mit verschiedenen Nutzungsmöglichkeiten zum Verkauf. Von der Strasse her kann man direkt in die Garage fahren, zudem ist vor dem Haus ein Aussenparkplatz vorhanden und inklusive. Von einer Aussentreppe oder über das Treppenhaus, das von der Garage bis ins Dachgeschoss führt, betritt man den Eingangsbereich. Durch diese Besonderheit kann das Gebäude als Einfamilienhaus oder Mehrgenerationenhaus genutzt werden, aber auch als Renditeliegenschaft in zwei oder drei Wohneinheiten aufgeteilt werden.Im Erdgeschoss befindet sich eine 3.5-Zimmerwohnung. Links vom kurzen Flur befindet sich das Badezimmer mit Duschbadewanne. Durch das Fenster fällt viel Tageslicht ein. Auf der gegenüberliegenden Flurseite befindet sich die helle Küche, die sehr funktional ausgestattet ist. Einbauschränke in Küche und Korridor sorgen für praktischen Stauraum. Die Küche bietet Zugang zu einem Zimmer. Am Flurende gelangt man in das grosszügige Wohnzimmer, das einen wunderschönen Blick ins umliegende Grün und das herrliche Panorama eröffnet. Angrenzend befindet sich ein weiteres Zimmer, das sich etwa als zweites Wohnzimmer oder als Schlafzimmer anbietet. Im Obergeschoss befindet sich eine weitere Wohnung mit deckungsgleichem Grundriss. Durch die höhere Lage profitiert man in diesem Stock von einer noch beeindruckenderen Aussicht.Das Dachgeschoss beherbergt eine 1.5-Zimmerwohnung mit Vorraum, grosszügigem Zimmer, sowie einem Bad mit Dusche, jedoch ohne Küche. Die Dachschrägen sorgen für viel Behaglichkeit, gleichzeitig ist sie sehr hell. Praktische Einbauschränke sind den Schrägen angepasst und bieten viel Stauraum. Die Liegenschaft befindet sich in gutem Zustand und überzeugt durch sein gutes Fundament. Es wurden viele Fenster eingelassen, wodurch die Räume sehr hell daherkommen, das viele verbaute Holz schafft dazu eine heimelige Atmosphäre.In der Garage befindet sich der Heizungsraum sowie der Zugang zum Keller. Zudem bietet sich viel Platz für die kreative und handwerkliche Entfaltung ? passend dazu ist eine Werkbank vorhanden. Die Badezimmer und die Küchen sind voll funktionstüchtig. Mit einigen Arbeiten könnten sie zudem modernisiert werden. 2012 wurden die Gasheizung, Fensterfront und die Fassaden auf Ost-, Süd- und Westseite erneuert. 2018 wurden neue Böden und Kühlschränke eingesetzt.Haben wir mit diesem Schmuckstück Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.;;;CHF 820,000.–
Wilen 403, 9428 Walzenhausen;Attraktives Wohnhaus mit Weitblick;LAGE- attraktive Wohnlage im Kurort Walzenhausen- einmalige Fern- und Seesicht- zentrale Lage- Nähe zu örtlichen Infrastrukturen- Erschliessung über HauptverbindungsstrasseOBJEKT- gefälliges Einfamilienhaus mit guter Grundbausubstanz und charmanter Architektur- zweckmässiges Wohnkonzept auf mehreren Etagen- angenehme Raumhöhen- gemütlicher, offener Koch-, Wohn- und Essbereich mit Ausgang zu gedecktem Aussenraum- zusätzliche Küche sowie Sanitärbereich im Sockelgeschoss- vielseitig nutzbarer Partyraum mit Cheminée und verglastem Sitzplatz- Waschküche mit Waschturm und direktem Ausgang- gepflegter Umschwung-Garten mit Wiese, Baum- und Strauchbestand- grosszügige Doppelgarage sowie ca. drei Aussenparkplätze- Photovoltaikanlage: Im Frühjahr 2023 wurde eine Photovoltaikanlage mit einer Leistung für 15.2 kWpinstalliert. Zudem wird ein Batteriespeicher mit einer Kapazität von 10 kWh verbaut. Die Anlagekostendafür betragen insgesamt CHF 70?000.00.Haben wir Ihr Interesse geweckt? Sehr gerne senden wir Ihnen unsere ausführliche Verkaufsdokumentation zu und/oder stehen Ihnen für Fragen gerne zur Verfügung.;5 rooms;200m²;CHF 1,080,000.–
Mohren 11, 9411 Reute AR;Einzigartiges Einfamilienhaus mit Weitblick zu verkaufen;Traumhaftes 4.5-Zimmer Einfamilienhaus mit stilvollem DesignWir präsentieren Ihnen dieses einzigartige 4 .5-Zimmer-Einfamilienhaus in Reute (AR), welches ein stilvolles und komfortables Wohnen an besonders ruhiger Hanglage ermöglicht. Diese exklusive Liegenschaft bietet Ihnen ein Höchstmass an Wohnqualität und stilvollem Ambiente.Ein absolutes Highlight dieser Immobilie ist die grosszügige, teilweise überdachte Terrasse im Attikageschoss, die mit einer Outdoor-Küche und einem Abstellraum ausgestattet ist. Hier können Sie die frische Luft geniessen, Familie und Freunde zu gemütlichen Stunden einladen und sich an der atemberaubenden Aussicht auf das St. Galler Rheintal und die Berglandschaft erfreuen.Der offene Koch-, Ess- und Wohnraum des Einfamilienhauses ist wunderschön gestaltet und verfügt über ein Cheminée, das dem Raum eine einzigartige Atmosphäre verleiht. Die moderne Küche mit Kochinsel lädt zum Kochen und Verweilen ein. Auf derselben Etage befinden sich ein Büro, ein WC mit Lavabo, Waschmaschine und Tumbler, ein Kinderzimmer sowie ein weiteres Schlafzimmer mit eigener Ankleide. Ein Badezimmer mit Eckbadewanne, grosser Dusche, WC und Doppel-Lavabo komplettiert das Angebot. Die zahlreichen praktischen Einbauschränke bieten zusätzlichen Stauraum.Im Erdgeschoss befinden sich der Hauseingang mit einer schönen Garderobe, ein Heizungs-/Technikraum mit Wärmepumpe, ein Keller sowie eine grosszügige Dreiergarage, die ausreichend Platz für drei Autos sowie Motorräder/Fahrräder bietet. Vor dem Haus befinden sich zwei weitere Aussenabstellplätze. Geschickte Raumaufteilung - Stilvolles WohnenErdgeschoss: • Eingangsbereich mit schöner Garderobe • Grosse Dreiergarage mit elektrischem Garagentor • 2 Aussenabstellplätze vor dem Haus • Keller • Heizungs-/Technikraum mit Wärmepumpe Obergeschoss (Wohnetage): • Offener, lichtdurchfluteter Koch-, Ess- und Wohnraum mit wunderschönem Cheminée • Küche mit Kochinsel und hochwertigen Geräten • Büro • WC mit Lavabo, Waschmaschine und Tumbler • 1 Kinderzimmer • 1 Elternschlafzimmer mit Ankleide • Badezimmer mit Eckbadewanne, grosser Dusche, Doppel-Lavabo und WC • Raumhohe Fensterfronten Attikageschoss: • Grosse, teilweise überdachte Terrasse mit Outdoor-Küche, Abstellraum und atemberaubender Aussicht Wohnlage: • Ruhige und gut besonnte Hanglage • Atemberaubende Aussicht auf das St. Galler Rheintal;4.5 rooms;129m²;CHF 1,395,000.–
Obere Wilenhalde 14, 9100 Herisau;Einmaliges Einfamilienhaus mit Blick auf den Säntis in ruhiger Hanglage;Einmaliges Einfamilienhaus mit Blick auf den Säntis in ruhiger HanglageWillkommen in Ihrem neuen Zuhause! Dieses einzigartige Einfamilienhaus befindet sich in einer ruhigen Hanglage am Ortseingang von Herisau AR und bietet einen atemberaubenden Blick auf den majestätischen Säntis.Es vereint grosszügige Wohnflächen, ein kinderfreundliches Umfeld und eine erstklassige Lage in unmittelbarer Nähe von Schulen, Einkaufsmöglichkeiten und der Natur.Hier erwartet Sie ein wahres Wohnerlebnis, das sich flexibel an Ihre Bedürfnisse anpassen lässt.Die wichtigsten Merkmale auf einen Blick: • Geräumiges Einfamilienhaus mit 6,5 Zimmern für optimale Wohnfläche • Zwei stilvolle Badezimmer für maximalen Komfort • Drei oder vier gemütliche Schlafzimmer bieten ausreichend Platz für die ganze Familie • Grosszügige Garten-Terrasse mit 37 m² lädt zum Entspannen und Geniessen der Aussicht ein • Liebevoll angelegter Garten mit einer Grundstücksfläche von 595 m² • Helle und einladende Wohnfläche von insgesamt 153 m² • Praktischer Keller mit 62 m² Fläche für zusätzlichen Stauraum • Ein Innenparkplatz und ein Aussenparkplatz bieten bequemes Parken • Baujahr 1961, fortlaufend renoviert, solide und zeitgemäss gebautWeitere Highlights dieses einzigartigen Anwesens: • Familienfreundliche Umgebung mit viel Platz zum Spielen und Entdecken • Atemberaubende Aussicht auf den imposanten Säntis • Gemütlicher Kamin für wohlige Wärme und romantische Abende • Effiziente Ölheizung für angenehmes RaumklimaVerpassen Sie nicht die Chance, dieses beeindruckende Einfamilienhaus zu besitzen. Kontaktieren Sie uns noch heute, um weitere Informationen zu erhalten.Kontaktieren Sie uns noch heute, • E-Mail: info@bilo-gmbh.ch • Telefon: +41 76 567 11 45 • Web: www.bilo-gmbh.chAlle Texte und Fotos © by BILO GmbH, Weidwiesenweg 31, 8580 AmriswilSie wollen Ihr Haus oder Ihre Wohnung sorgenfrei verkaufen, wissen aber nicht, zu welchem Preis Sie es verkaufen können?Gratisbewertung Ihrer Immobilie auf www.bilo-gmbh.ch/bewertung/Wir nennen Ihnen den aktuellen Marktwert Ihrer Immobilie, diskret und unverbindlich in einem ersten, kostenlosen Informationsgespräch.;6.5 rooms;153m²;Price on request
Teufen AR, 9053 Teufen AR;Moderne 4.5-Zimmerwohnung an begehrter Zentrumslage;Willkommen in Ihrem neuen Zuhause im Herzen von Teufen. Diese hochwertige Etagenwohnung besticht durch einen erstklassigen Ausbaustandard und bietet eine ruhige Oase in Zentrumslage. Das geräumige Wohn- und Esszimmer ist dank der Vielzahl an Fenstern lichtdurchflutet und lädt zum Entspannen und gemütlichen Zusammensein ein. Der grosszügige Küchenbereich, welcher sich auch zur Loggia umwandeln lässt, ermöglicht es Ihnen, den Sonnenuntergang mit wunderbarem Ausblick zu geniessen. Das Bijou verfügt über ein Badezimmer mit Badewanne sowie einer Walk in Shower und einen Waschturmplatz, welcher Ihnen den Gang in die Waschküche erspart, sowie ein separates Gäste-WC. Ein Kellerabteil mit Stromanschluss ist im Untergeschoss ebenfalls vorhanden. Neben all diesen Annehmlichkeiten verfügt diese rollstuhlgängige Wohnung auch über einen Garagenplatz, welcher im Verkaufspreis bereits berücksichtigt wurde. Wohnung und Garagenplatz sind direkt durch einen Lift erschlossen.Genaue Adresse verfügbar nach Registrierung auf neho.ch.AN EINER BESICHTIGUNG INTERESSIERT? BITTE ANMELDEN: https://neho.ch/b/9053-24-2;4.5 rooms;125m²;CHF 980,000.–
Herisau, 9100 Herisau;Attraktives Mehrfamilienhaus an bevorzugter Zentrumslage;Willkommen im Herzen von Herisau, wo Geschichte und Moderne sich vereinen. Dieses charmante Mehrfamilienhaus aus dem 18. Jahrhundert bietet mit sechs Wohneinheiten, wobei drei davon bereits langzeit vermietet sind, sowie einem Aussenstellplatz ausreichend Wohnraum in Zentrumsnähe. Weitere Abstellplätze können in angenehmer Gehdistanz dazu gemietet werden. In dieser Liegenschaft, welche teilweise renoviert wurde, finden Sie die Möglichkeit, das Wohnhaus nach Ihren Wünschen und Vorstellungen umzugestalten und auszubauen. Das Wohngebäude ist teils unterkellert und wurde mit weiterer Wohnfläche versehen. Das Untergeschoss verfügt über eine separate Waschküche, wobei das Dachgeschoss über eine Dachterrasse und weiteres Ausbaupotenzial verfügt. Der Gartenbereich, welcher nach Süden ausgerichtet ist, bietet einen wunderbaren Ort für Entspannung und Ruhe und rundet dieses erstklassige Angebot wunderbar ab. Wir freuen uns, Ihnen diese Liegenschaft vor Ort zu zeigen.Genaue Adresse verfügbar nach Registrierung auf neho.ch.AN EINER BESICHTIGUNG INTERESSIERT? BITTE ANMELDEN: https://neho.ch/b/9100-24-1;;;CHF 1,295,000.–
Weid 1225, 9428 Walzenhausen;4 .5 Zimmer- Einfamilienhaus mit Seesicht zu verkaufen;Traumhaftes Einfamilienhaus mit Bodenseeblick und GartenSuchen Sie nach einem Einfamilienhaus an einer kinderfreundlichen und ruhigen Lage mit viel Platz und einer herrlichen Sicht auf den Bodensee? Eine Liegenschaft, in der Sie sich mit Ihrer Familie wohl fühlen und die sommerlichen Abende im eigenen Garten genießen können? Dann sind Sie hier genau richtig.Beschreibung:Das Wohn- und Esszimmer sowie die Küche sind grosszügig gestaltet und werden dank der grossen Fenster mit Licht durchflutet. Das Wohnzimmer mit viel Platz für eine grosse Sofalandschaft lädt Kinder wie auch Erwachsene zum Ausruhen und für gemütliches Beisammensein ein. Im Eingangsbereich steht Ihnen eine Garderobe mit Einbauschränken zur Verfügung. Das Erdgeschoss verfügt zudem über ein im Jahr 2020 renoviertes Badezimmer mit Dusche, WC, Waschmaschine und Lavabo.Durch den Wohn- und Essbereich gelangt man auf den bedeckten Sitzplatz, von dem aus man eine atemberaubende Aussicht in die Weite und auf den Bodensee geniessen kann. Über die Treppe erreicht man das Obergeschoss, wo die Privaträume angesiedelt sind. Das ruhig und grosszügig gestaltete Elternschlafzimmer verfügt über einen Erker, von dem aus man die Aussicht geniessen kann. Ein Kinderzimmer sowie ein offenes Wohnzimmer und ein Badezimmer mit Badewanne, WC und Lavabo runden das Raumangebot auf dieser Etage ab.Im Dachgeschoss befindet sich der Estrich, der für ausreichend Stauraum eignet und ein weiteres Schlafzimmer. Im Untergeschoss befindet sich der Wellnessbereich mit Sauna und einer Dusche. Zudem verfügt das Untergeschoss über einen grossen Keller/Werkstatt und einen Technikraum. Die Ausstattung im Überblick:Erdgeschoss: • Eingangsbereich mit Einbauschränken • Offener Wohn- und Essbereich mit direktem Zugang auf die grosszügige Terrasse • Küche • Badezimmer mit Dusche, WC und Lavabo • Direkter Zugang in den Garten • Balkon mit Aussicht auf den Bodensee Obergeschoss: • Elternschlafzimmer • 1 Badezimmer mit Badewanne, WC und Lavabo • 1 Schlafzimmer • Offenes Bürozimmer Dachgeschoss: • 1 Schlafzimmer • Estrich • Balkon mit Sicht auf den Bodensee Untergeschoss: • Wellnessbereich mit Sauna und Dusche • Keller/Werkstatt • Technikraum Weitere Highlights: • Garten • Balkon/Sitzplatz • Garagenbox für 2 Autos • 2 x Aussenparkplätze • Ruhig • Atemberaubende Aussicht auf die Berglandschaft und den Bodensee • Familienfreundlich Haben wir Ihr Interesse geweckt? Gerne erklären wir Ihnen bei einem unverbindlichen Gespräch die Liegenschaft im Detail. Bei Fragen können Sie uns jederzeit kontaktieren.;4.5 rooms;160m²;CHF 995,000.–
Speicherstrasse 44, 9043 Trogen;Stattliches Wohn-und Gewerbehaus mit vielen Möglichkeiten;;11 rooms;314m²;CHF 795,000.–
Tan 840, 9405 Wienacht-Tobel;3.5 Zimmer-Wohnung, Tan 840, Wienacht-Tobel;;3.5 rooms;90m²;CHF 760,000.–
Rütiholzstrasse 14, 9052 Niederteufen;Den Alpstein vor der Tür - 3.5-Zi. Wohnung im 2. OG;"Im Auftrag verkaufen wir diese neuwertige 3.5-Zi. Wohnung im 2. OG in Niederteufen. Die Wohnung befindet sich an einer verkehrsberuhigten Quartiersstrasse, nahe der Landwirtschaftszone. Dies ermöglicht Ihnen schnell ins Grüne zu gelangen und gemütliche Spaziergänge zu unternehmen.Der Bahnhof ""Niederteufen"", welcher von der Appenzellerbahn bedient wird, liegt in Gehdistanz.Die moderne Wohnung ist Teil eines 2013 errichteten Mehrfamilienhauses mit einer charmanten Schieferplatten-Fassade. Der Grundriss ist offen gehalten und überzeugt mit seiner hellen Fensterfront. Es dominieren helle Weiss- und Beigetöne. In der ganzen Wohnung wurde viel Wert auf hochwertige Materialen gelegt (Toiletten und Lavabos sind vom Designer Hadi Teherani).Der Balkon lädt zum Verweilen ein und bietet Ihnen die Möglichkeit die Sommerabende entspannt ausklingen zu lassen. Die Besonnung ist hervorragend und die Aussicht auf den Alpstein einmalig.Es sind zwei Tiefgaragenparkplätze für je CHF 35'000.00 erwerbbar. Bestellen Sie die detaillierte Verkaufsdokumentation zu diesem interessanten Objekt. Nach Erhalt der Dokumentation vereinbaren wir gerne einen persönlichen Besichtigungstermin. Wir freuen uns auf Ihre Kontaktanfrage.";3.5 rooms;98m²;CHF 920,000.–
Güetli 1115, 9428 Walzenhausen;5.5 Zimmer EFH mit Wintergarten, Feuerstelle und Seesicht;;5.5 rooms;132m²;CHF 650,000.–
Chreitobel 89, 9035 Grub;Charmantes 5.5 Zimmer-Einfamilienhaus mit Garten;;5.5 rooms;143m²;CHF 490,000.–
Sonnenhalden 6, 9043 Trogen;Luxus im Appenzellerland - Landhausvilla;"Willkommen in Ihrem neuen Zuhause! Diese Immobilie besticht durch ihre grosszügige Wohnfläche von 263 m² und eine herrliche, sonnenverwöhnte Terrasse.Die Architektur dieses Hauses ist einzigartig und bietet Ihnen aus allen Stockwerken einen atemberaubenden Panoramablick über Rehetobel, Eggersriet bis hin zum Bodensee.Im Keller- und Eingangsgeschoss finden Sie eine grosszügige Doppelgarage mit Werkstattbereich, einen Keller, einen Abstellraum, den Technikraum sowie einen grosszügigen Eingangsbereich mit ""Schmutzschleuse"".Im Wohngeschoss erwartet Sie ein eindrucksvoller Koch- und Essbereich mit hochwertiger Küchenausstattung und einem Specksteinofen, ein gemütliches Wohnzimmer mit Cheminée, eine separate Büroecke dazu eine Nasszelle.Im Schlafgeschoss befinden sich ein grosszügiges Elternzimmer mit Ankleidebereich, separatem WC, luxuriösem Bad, drei weitere geräumige Schlafzimmer, eine Nasszelle plus ein separates Wirtschafts- und Bügelzimmer mit Waschmaschine, Tumbler und Secomat.Die wichtigsten Besonderheiten: • Personenlift über alle Geschosse • lichtdurchflutete Räume mit überdurchschnittlichen Raumhöhen (mind. 2.75 m) und Akkustik-Decken • Photovoltaikanlage • Luft-/Wärmepumpe - Bodenheizung • grosse Garage und Werkstatt mit diversen Aussenabstellplätzen • raumhohe Fenster • elektrische Dachfenster und Lamellenstoren • Gegensprechanlage mit Türöffner und Fingerprintzugang • ruhige und familienfreundliche Lage Bestellen Sie die detaillierte Verkaufsdokumentation zu diesem interessanten Objekt. Nach Erhalt der Dokumentation vereinbaren wir gerne einen persönlichen Besichtigungstermin. Wir freuen uns auf Ihre Kontaktanfrage.";6.5 rooms;263m²;CHF 2,100,000.–
Schmiedgasse 30, 9100 Herisau;Mehrfamilienhaus im Kanton Appenzell!;Das im Jahr 2019 neu erbaute Mehrfamilienhaus an der Schmiedgasse 30 befindet sich im Zentrum von Herisau. Es besteht aus 10 Wohneinheiten und verfügt über einen Personenaufzug. Es können insgesamt 2 Tiefgaragenplätze zur Liegenschaft gemietet werden.Vielfältige Einkaufsmöglichkeiten für den täglichen Bedarf wie das Einkaufszentrum Gutenberg sowie eine Coop und eine Migros- Filiale, diverse Fachgeschäfte, Coiffeurs, gemütliche Cafés sowie das Kino befinden sich in unmittelbarer Nähe und können bequem zu Fuss erreicht werden. Gemütliche Abende mit den verschiedensten kulturellen Veranstaltungen können im beliebten und bekannten Casino Herisau genossen werden.In unmittelbarer Nähe befindet sich die Bushaltestelle Herisau Post/Casino. Moderne Ortsbusse befördern Sie im Halbstundentakt bequem und stressfrei in 3 Minuten direkt an den Bahnhof Herisau, wo Sie diverse Anschlussmöglichkeiten in verschiedene Richtungen vorfinden.Das Schulangebot von Herisau reicht von Kindergarten bis und mit Oberstufe.Im Anhang die Verkaufsbroschüre.;435m²;;CHF 3,380,000.–
