Address;Title;Description;Rooms;Living Space (sqm);Price
Hauptstrasse 34, 4432 Lampenberg;Traumhafte Gartenwohnung im ruhigen Lampenberg;Die Architektur dieses Mehrfamilienhauses präsentiert sich als Meisterwerk modernen Wohnens, das durchdachte Raumkonzepte mit stilvoller Ästhetik vereint. Betritt man die 3.5-Zimmer Gartenwohnung, wird man sogleich von einem grosszügigen Eingangsbereich empfangen, der bereits einen Vorgeschmack auf die Grosszügigkeit des gesamten Wohnraums gibt. Direkt links vom Eingang befinden sich zwei Schlafzimmer mit je 16 m2 und 15m2, welche durch ihre grossflächigen Fenster ein lichtdurchflutetes Refugium bieten – ein Ort der Ruhe und des Rückzugs. Geradeaus und rechts vom Eingangsbereich befinden sich die sorgfältig gestalteten Sanitärräume. Ein Badezimmer und eine separate Dusche bieten eine private und entspannende Atmosphäre.Der Weg durch den langen Flur führt in den Herzschlag der Wohnung: Ein beeindruckender, offener Bereich, der mit 37 m2 Wohn-, Ess- und Küchenfläche keine Wünsche offenlässt. Dieser zentral gelegene Raum ist ein wahres Fest für die Sinne, in dem die grosse Fensterfront nicht nur Tageslicht in Hülle und Fülle hereinlässt, sondern auch den Übergang zur Aussenwelt nahtlos gestaltet. Die Küche zeigt sich mit modernsten Einbauten und bildet zusammen mit dem Ess- und Wohnbereich eine Einheit, die sowohl für gesellige Abende als auch für den alltäglichen Gebrauch keine Kompromisse eingeht.Vom Wohnbereich aus erschliesst sich der Zugang zu einem ausladenden Sitzplatz, der mit seinen 19 m2 eine Erweiterung des Wohnraums in die Natur darstellt und mit 150 m2 Rasenfläche genug Platz für Entspannung, Spiel oder Gastfreundschaft bietet. Die architektonische Sprache dieses Objekts ist eine Ode an die Klarheit und Helligkeit, die jedem Bewohner ein Gefühl von Freiheit und Weite vermittelt. Es ist ein Ort, der sowohl die Seele beruhigt als auch den Geist inspiriert, geschaffen für diejenigen, die in ihren eigenen vier Wänden nach einem Mehr an Lebensqualität streben.Willkommen in Ihrem neuen Zuhause, wo Design und Funktionalität Hand in Hand gehen und jeder Tag ein Fest der Wohnkultur ist.;3.5 rooms;90m²;CHF 760,000.–
Zwiedenstrasse, 4435 Niederdorf;Neubau Doppeleinfamilienhaus;;6.5 rooms;183m²;Price on request
Schafmattweg 104, 4102 Binningen;Anlageobjekt: Neubau-2.5-Z.-Whg. in Binningen mit rund 13% EK-Rendite!;ObjektbeschreibungDie 2 1/2 Zimmerwohnung verfügt über rund 76 m2 Nettowohnfläche, welche wie folgt aufgeteilt werden:- 42.46 m2 Wohn- / Essbereich mit offener Küche- 16.16 m2 Schlafzimmer- 8.31 m2 Badezimmer- 5.11 m2 Gäste-WC- 4.13 GangKomplettiert wird diese grosszügige 2 1/2 Zimmerwohnung durch einen rund 18 m2 grossen Balkon.ProjektbeschreibungDas im 3. Quartal 2024 fertiggestellte Neubauprojekt wird unter Berücksichtigung des Artikels 108 des Raumplanungs- und Baugesetzes (RBG) des Kantons Basel-Land in einer behindertengerechten Bauweise geplant und erstellt. Es umfasst 11 hochwertige Eigentumswohnungen, 2 voll ausgebaute Bastelräume mit integriertem WC (im UG), 11 Keller sowie eine hauseigene Einstellhalle mit 21 Autoabstellplätzen.Konzeptionell werden die 11 Wohnungen auf einen Baukörper mit fünf Stockwerken aufgeteilt. Das Gebäude verfügt über ein Untergeschoss, ein Erdgeschoss, ein 1. und 2. Obergeschoss sowie ein Attikastockwerk. Die einzelnen Stockwerke werden durch zwei interne Treppenhäuser sowie zwei moderne Liftanlagen miteinander verbunden.Bei der Innenausstattung werden exklusive und hochwertige Materialien verwendet. Die in der Baubeschreibung aufgeführte Materialauswahl dient als Vorschlag und ist gleichzeitig Grundlage für die jeweiligen Budgetpositionen.Im Kaufpreis inbegriffen ist ein Kellerabteil im entsprechenden Gebäude. Zusätzlich zur Wohnung muss aufgrund der gesetzlichen Vorschriften ein Parkplatz in der hauseigenen Einstellhalle entsprechend der subjektiv-dinglichen Verknüpfung mit erworben werden. Der Kaufpreis für diesen Parkplatz beträgt CHF 45’000.-. Es besteht zudem die Option für den Erwerb eines zweiten Parkplatzes für rund CHF 45’000.-.LagebeschreibungIn einem wunderbar erschlossenen und gleichzeitig ruhigen Wohnquartier in der Gemeinde Binningen entstehen an exklusiver Lage auf einer 1’781 m2 umfassenden Parzelle 11 hochwertige Eigentumswohnungen.Das Wohnquartier zeichnet sich u.a. durch eine vornehme, hervorragend erschlossene, ruhige und kinderfreundliche Lage aus.In nur wenigen Gehminuten können Einkaufsmöglichkeiten, Kita, Schulen sowie der öffentliche Verkehr einfach und bequem erreicht werden.;2.5 rooms;76m²;CHF 1,020,000.–
Dürrenmattweg 17, 4123 Allschwil;TRIO CENTRAL,  stadt- und naturnahe Toplage;;2.5 rooms;56m²;CHF 670,000.–
Libellenstrasse, 4104 Oberwil BL;Attraktive 3½ Zimmer Maisonettewohnungen;;3.5 rooms;96m²;CHF 890,000.–
Liestalerstrasse 2, 4411 Seltisberg;"7 Brunnen Seltisberg, 14 Eigentumswohnungen auf dem ""ÄRDBEERIHÜBEL""";;2.5 rooms;35m²;CHF 332,000.–
Schulstrasse, 4246 Wahlen;MODERN UND MIT TOP KOMFORT AN FAMILIENFREUNDLICHER LAGE WOHNEN / W2;;5.5 rooms;171m²;CHF 1,290,000.–
Dürrenmattweg 13, 4123 Allschwil;TRIO CENTRAL,  stadt- und naturnahe Toplage;;5.5 rooms;173m²;CHF 2,060,000.–
4147 Aesch BL;Max Towers – Fühlen Sie sich zuhause!;"Die LageIn Aesch und Reinach entsteht die neue, lebendige Aere Wohnsiedlung mit dem einzigartigen Wohnbauprojekt Max Towers. Unmittelbar neben der Birs gelegen, bieten die beiden Wohntürme ein perfektes Wohnerlebnis mit besten Qualitäten und hohem Ausbaustandard für individuelle Bedürfnisse.Die Max Towers befinden sich auf Aescher-Boden; hier verbinden sich gemütliches Dorfleben und urbaner Lifestyle zu einem einzigartigen Wohnort. Zudem liegen die Birs, die Reinacherheide, der Gempen, Sportangebote oder Kulturdenkmäler direkt vor der Haustüre. Diese sorgen für eine optimale Work-Life-Balance und bieten vielfältige Möglichkeiten der genussvollen Erholung und sportlichen Aktivität in der Natur.Das WichtigsteErgreifen Sie die letzte Chance und verleihen Sie Ihrer Traumwohnung Ihre ganz persönliche Note - nur noch bis Ende Mai möglich.Im Innenausbau wählen Sie zwischen zwei verschiedenen Ausbaulinien. Jede verleiht Ihrer Wohnung einen unterschiedlichen, faszinierenden Charakter. Die edlen Materialien wurden mit Sorgfalt ausgewählt und führen zu einem harmonischen Gesamtbild. Mit den beiden Linien «Classic» und «Urban» verfügen Sie über eine grosse Auswahl an perfekt aufeinander abgestimmten Farben und Materialien. So können Sie im Wohnungskonfigurator Ihre Wohnung individualisieren.Das FinanzielleWeitere Informationen sowie Kaufpreise der verfügbaren Wohnungen finden Sie auf www.maxtowers.ch.Das BesondereSie sind auf der Suche nach dem perfekten Wohnerlebnis? Nach einer Traumwohnung in bester Qualität und mit hohem Ausbaustandard für individuelle Bedürfnisse? Sie möchten ein idyllisches Lebensgefühl und die pulsierenden Vorzüge eines Wohnorts in Stadtnähe geniessen? Dann sind die Max Towers genau das richtige für Sie! – lassen Sie sich begeistern.Auf der Projekt-Webseite finden Sie unter anderem viele Informationen zur Aere Wohnsiedlung, zum Baubeschrieb und zur Finanzierung. Fotorealistische Visualisierungen und spannende 360°-Rundgänge zweier Wohnungen in den Ausbaulinien «Classic» und «Urban» werden Sie sofort in die Max Towers-Welt eintauchen lassen. Nun wünschen wir Ihnen viel Spass beim Stöbern und Zusammenstellen Ihrer Traumwohnung.Buchen Sie noch heute online über die Projektwebsite einen Beratungstermin bei uns und lassen Sie sich von den Max Towers begeistern. Gerne sind wir für Sie da, um Sie umfassend zu beraten.";3.5 rooms;100m²;CHF 885,000.–
Liestalerstrasse 2, 4411 Seltisberg;"7 Brunnen Seltisberg, 14 Eigentumswohnungen auf dem ""ÄRDBEERIHÜBEL""";;3.5 rooms;80m²;CHF 775,000.–
Schafmattweg 104, 4102 Binningen;Anlageobjekt: Neubau-2.5-Z.-Whg. in Binningen mit rund 13% EK-Rendite!;;2.5 rooms;76m²;CHF 1,020,000.–
Am Bollwerk 9, 4102 Binningen;Exklusive EG-Eigentumswohnung mit 225 m2 Garten an Toplage in Binningen;;4.5 rooms;127m²;CHF 1,710,000.–
Talacherstrasse, 4410 Liestal;Geniessen Sie die Weitsicht von der 183m2 grossen Dachterrasse;;4.5 rooms;131m²;CHF 1,469,000.–
Kreuzackerweg 4, 4103 Bottmingen;W2 | 2 .5 Zimmer - Gartenwohnung;"Wohnen in Bottmingen an sonniger HanglageDer elegante und raffinierte Neubau mit 7 attraktiven Eigentumswohnungen lädt an schönster Lage in Bottmingen zu einem neuen Wohngefühl ein. Die Grundrisse sowie das Projekt überzeugten mit seiner modernen &amp; raffinierten Architektur. Dank vielen Grünflächen und privaten Gärten rundum entsteht Luft und Privatsphäre für alle Wohnungen. Hier geniessen Sie ihre persönliche Wohlfühloase voller Licht und wunderschöner Aussicht in Bottmingen.Treten Sie ein in Ihre TraumwohnungWillkommen daheim. Die Wohnungen wurden im Jahr 2022 fertiggestellt und wurden hochwertig ausgebaut. Dank viel Glas und einer optimalen Ausrichtung entstehen lichtdurchflutete Wohnungen. W2 | 2 .5 Zimmer Gartenwohnung Exklusive Gartenwohnung mit privatem Gartenanteil von 239.5 m2Zusätzlich ein Wintergarten mit 13.5 m2Rund 75.5 m2 Wohnfläche Der Innenausbau der 7 Eigentumswohnungen lässt keine Wünsche mehr offen. Hier die Highlights für Sie:Küche Grosszügige und offene KüchenQualitativ hochstehende V-Zug-Geräte ""Made in Switzerland"" und QuookerNasszellenHochwertig ausgestattete Badezimmer mit eigenem Waschturm von V-ZugElegante Armaturen und moderne Waschtische mit geräumigen UnterbaumöbelnBodenbelägeWohn- &amp; Schlafräume mit Langriemen-EichenparkettNasszellen mit Feinsteinzeug-PlattenWeitere AusstattungsmerkmaleSchwellenloser Zugang zu den Aussenräumen dank grossen HebeschiebefensternFussbodenheizung in allen Räumen separat regulierbarWärmeerzeugung erfolgt über eine Luft-Wasser-WärmepumpeAllgemeine Räume und ParkierungAm Kreuzackerweg in Bottmingen profitieren Sie nicht nur in den eigenen vier Wänden von höchstem Komfort. Hier die allgemeinen Details:Altersgerecht und barrierefrei dank Personenaufzug in alle EtagenGeräumige Kellerräume für jede WohnungEigene Autoeinstellhalle im Untergeschoss mit 7 EinstellhallenplätzenVeloabstellplätze und Besucherparkplätze vor dem HausBegeistert von den Wohnungen in Bottmingen?Wir sind gerne persönlich für Sie da, und führen Sie bei einer Besichtigung durch die Eigentumswohnungen. Kontaktieren Sie uns an, um einen Termin zu vereinbaren.Wir freuen uns auf Sie! Stefanie Köppli-Chipperfield | +41 77 533 10 10 | s.koeppli@whimmo.chAllgemeine Hinweise:Die Verkaufspreise der Eigentumswohnungen beziehen sich auf den Ausbau der Einheiten gemäss Baubeschrieb. Die Verkaufspreise der Eigentumswohnungen beinhalten einen Kellerraum im Untergeschoss plus einen Parkplatz in der Einstellhalle.Gebühren und Beiträge an die Gemeinde, öffentliche Werke und ähnliche Organisationen (TV/TT) sind auf der Basis der heutigen Reglemente berechnet. Allfällige Änderungen in den Tarifansätzen bleiben vorbehalten.Die Notariats- und Grundbuchkosten sowie eine allfällige Handänderungssteuer sind separat zu entrichten.Die in dieser Dokumentation gemachten Angaben, Visualisierungen oder die Grundrisse dienen der allgemeinen Information und erfolgen ohne Gewähr. Abweichungen von Ausbauten und Materialien bleiben vorbehalten.Die Autoeinstellhalle wird im Miteigentum erworben. Anlagen und Flächen der Erschliessungszonen und Aussenraumflächen sind im Stockwerkeigentum (STWE) aufgeteilt.";2.5 rooms;76m²;CHF 990,000.–
Merkurstrasse 6, 4142 Münchenstein;EFH zu verkaufen (1-seitig angebaut);;5.5 rooms;179m²;CHF 1,650,000.–
Ob dem Hügliacker 8, 4102 Binningen;Traumvilla an top Lage - Haus C;;6.5 rooms;270m²;Price on request
St. Jakobstrasse 26, 4147 Aesch BL;3 Reiheneinfamilienhäuser im wunderschönen Aesch BL;3 Reiheneinfamilienhäuser sehr zentral gelegegen alles in der nähe: Schulen - Schwimmbad - Autobahn - ÖV - Naherholungsgebiet, das Tor zum Jura.Haus C ist verkauft - es steht das Mittelhaus B und das Haus A zum Verkauf;4.5 rooms;134m²;CHF 1,340,000.–
Schafmattweg 104, 4102 Binningen;Attraktives Wohnen im 2. OG auf 118 m2 Wohnfläche mit 2 Balkonen;;3.5 rooms;118m²;CHF 1,500,000.–
St. Jakobstrasse 26, 4147 Aesch BL;Grösszügiges Mittelhaus im sehr schönen Aesch;Das grösszügige Mittelhaus mit individuellem Ausbau. Sehr gut gelegen - Schule - ÖV - Einkaufen - Schwimmbad - Freizeit.;4.5 rooms;135m²;CHF 1,290,000.–
Austrasse 2, 4106 Therwil;Schlüsselfertig: attraktive Neubau-Dachwohnung in Therwil;"ObjektbeschreibungDiese stillvolle, architektonisch hochwertige Dachwohnung eignet sich für alle Individualisten, welche die Poesie und die Exaktheit architektonischer Komposition zu schätzen wissen. Die lichtdurchflutete Grosszügigkeit sowie die effiziente Raumaufteilung ist für Paare sowie für Einzelpersonen wunderbar geeignet.Der moderne Innenausbau überzeugt durch Geschmack und Stilsicherheit. Abgewinkelte Wände in Kombination mit der Sichtbetondecke vermittelt einem ein offenes und grosszügiges Raumgefühl. Dieses Objekt verfügt über eine Fläche von rund 110 m2 aufgeteilt auf 3.5 Zimmer. Der grosszügige Essbereich wird zur Küche hin offen gestaltet. Durch die Kombination mit dem angrenzenden Wohnbereich bleiben in Sachen Wohnqualität und Wohlfühlfaktor keine Wünsche offen. Weiter besticht die Wohnung durch ein Elternschlafzimmer, ein weiteres Zimmer/Büro, ein Badezimmer, eine Dusche/WC sowie ein Reduit mit eigenem Waschturm (WM &amp; TU).Ergänzt und komplettiert wird das attraktive Raumangebot durch die beiden wunderschönen Dachterrassen. Die westlich ausgerichtete Dachterrasse mit 17 m2 sowie die östliche mit 20 m2 sorgen für ein angenehmes und komfortables Wohngefühlt.Aufgepasst: Diese stillvolle Dachwohnung ist schlüsselfertig und ab sofort bezugsbereit. Vereinzelte Umgebungsarbeiten und Massnahmen an der Aussenfassade sind aktuell noch im Gange.ProjektbeschreibungDieses Neubauprojekt wurde unter Berücksichtigung des Artikels 108 des Raumplanungs- und Baugesetzes (RBG) des Kantons Basel-Landschaft in einer behindertengerechten Bauweise geplant und erstellt. Es umfasst 10 Eigentumswohnungen, 10 Keller sowie eine hauseigene Einstellhalle mit 16 Parkplätzen. Die einzelnen Stockwerke werden durch das interne Treppenhaus sowie die moderne Liftanlage miteinander verbunden.Abgerundet wird dieses exklusive Neubauprojekt durch die in allen Wohnräumen verlegte Bodenheizung inkl. Freecooling Umschaltfunktion (Temperierung im Sommer bis max. -2°) sowie die äusserst effiziente und umweltschonende Energieversorgung mittels Erdsonde, welche den neuesten Standards des heutigen privaten Wohnungsbaus entsprechen.Wichtig: Im Kaufpreis inbegriffen ist ein Kellerabteil. Zudem muss aufgrund der gesetzlichen Vorschriften ein Parkplatz in der Einstellhalle mit erworben werden. Der Kaufpreis für diesen Parkplatz beträgt CHF 40’000.-. Es besteht zudem die Option für den Erwerb eines zweiten Parkplatzes für rund CHF 40’000.-.LagebeschreibungDiese stillvolle Dachwohnung befindet sich an einer ruhiger, zentrumsnahen und gut erschlossenen Lage in Therwil.Das Mehrfamilienhaus wird in eine Park ähnliche Umgebung eingebettet. Den Bewohner wird aufgrund der naturnahen und sanften Bepflanzung mit einheimischen Bäumen und Sträuchern sowie der sonnigen Ausrichtung hohe Lebensqualität garantiert.";3.5 rooms;110m²;CHF 1,440,000.–
Unterer Mühlestettenweg, 4450 Sissach;Exklusive Wohnung am Sonnenhang Sissachs;;4.5 rooms;135m²;Price on request
Hintergasse 8, 4461 Böckten;Sissach - Böckten - Gelterkinden, 4.5 Zimmer Eigentumswohnung WA2;;4.5 rooms;133m²;CHF 995,000.–
Austrasse 2, 4106 Therwil;Architektonisch hochwertige Attikawohnung für Individualisten;;3.5 rooms;110m²;CHF 1,440,000.–
Hintergasse 8, 4461 Böckten;Sissach - Böckten - Gelterkinden, 4.5 Zimmer Eigentumswohnung WA6;;4.5 rooms;137m²;CHF 880,000.–
Schulstrasse, 4246 Wahlen;MODERN UND MIT TOP KOMFORT AN FAMILIENFREUNDLICHER LAGE WOHNEN  / W1;;5.5 rooms;181m²;CHF 1,225,000.–
Hüslimattstrasse, 4417 Ziefen;tolle 2.5 Zimmer - Eigentumswohnungen an Top Lage;In Ziefen entwickeln wir ein schönes Mehrfamilienhaus mit 6 Wohnungen an ruhiger. Die Wohnungen verfügen über 2½ bis 4½ Zimmer, diese sind sowohl für Familien wie auch für Seniorinnen und Senioren ideal: Sämtliche Wohnungen sind hindernisfrei und mit dem Lift erreichbar.Es besteht die Möglichkeit die eigenen Anforderungen und Wünsche einzubringen. Wir verwenden hochwertige Matrialien und sind im Ausbau im gehoberen Segment. Durch Anpassungen der Materialien können wir die Wohnungen auch günstiger anbieten.;2.5 rooms;54m²;CHF 460,000.–
Buchenstrasse 6, 4104 Oberwil BL;Neubau: DOMUN COCHLEA - Wohnen am Vorderberg (Haus A);;4.5 rooms;148m²;CHF 1,665,720.–
Mittelweg 23, 4142 Münchenstein;Das Haus für Ihren exklusiven Lebensstil;;5.5 rooms;182m²;CHF 2,490,000.–
Hintergasse 8, 4461 Böckten;Sissach - Böckten - Gelterkinden, 4.5 Zimmer Eigentumswohnung WA3;;4.5 rooms;136m²;CHF 950,000.–
Alemannenweg 6, 4148 Pfeffingen;Exklusive, moderne Eigentumswohnung an bester Lage;;3.5 rooms;97m²;CHF 986,000.–
Hintergasse 8, 4461 Böckten;Sissach - Böckten - Gelterkinden, 4.5 Zimmer Eigentumswohnung WA3;;4.5 rooms;138m²;CHF 1,050,000.–
Hüslimattstrasse, 4417 Ziefen;Attraktive 3.5 Zimmer - Eigentumswohnungen an Top Lage;In Ziefen entwickeln wir ein schönes Mehrfamilienhaus mit 6 Wohnungen an ruhiger. Die Wohnungen verfügen über 2½ bis 4½ Zimmer, diese sind sowohl für Familien wie auch für Seniorinnen und Senioren ideal: Sämtliche Wohnungen sind hindernisfrei und mit dem Lift erreichbar.Es besteht die Möglichkeit die eigenen Anforderungen und Wünsche einzubringen. Wir verwenden hochwertige Matrialien und sind im Ausbau im gehoberen Segment. Durch Anpassungen der Materialien können wir die Wohnungen auch günstiger anbieten.;3.5 rooms;81m²;CHF 690,000.–
Chillmattenstrasse 8, 4105 Biel-Benken BL;Attraktive 4½-Zimmer Neubauwohnungen;;4.5 rooms;116m²;CHF 1,090,000.–
Talacherstrasse, 4410 Liestal;Modernes Wohnen an herrlicher Aussichtslage;;93m²;;CHF 970,000.–
Mühlemattstrasse 28, 4414 Füllinsdorf;Neubauprojekt EBITAT mit 4 Einfamilienhäusern;Im sonnenverwöhnten Füllinsdorf entstehen an der Mühlemattstrasse 28 vier moderne und hochwertige 5,5-7-Zimmer-Häuser. Von wunderbaren Naherholungsgebieten zu einem lebhaften Geschäftsquartier, hier lässt sich Alltag und Freizeit gut in Balance halten. Im familienfreundlichen Quartier, an leichter Hanglage, lässt die ideale Ausrichtung der Häuser sowie deren Gestaltung Ihre Augen strahlen. Raumhohe Fenster durchfluten die Innenräume mit warmem und natürlichem Tageslicht und sorgen für ein stimmungshebendes Ambiente in Ihrem neuen Zuhause.Laufen Sie bequem durch alle 4 Häuser via Video-Animation.https://www.youtube.com/playlist?list=PLJcSo0J7NBTLD10XtYqVKNwnVCknmemx2Weitere Informationen zum Projekt finden Sie auf unserer Webpage: www.ebitat.chFINANZIERUNGSPARTNER Alle Verkaufspreise wurden von der Raiffeisenbank Oberbaselbiet verifiziert. Die Raiffeisenbank steht als Finanzierungspartner mit attraktiven Konditionen zur Verfügung.Jonathan Spitz, Stv. Leiter Privatkunden +41 61 926 65 45jonathan.spitz2@raiffeisen.chWir freuen uns, auf Ihr Interesse.;7 rooms;202m²;CHF 1,780,000.–
