Address;Title;Description;Rooms;Living Space (sqm);Price
Rue des Chaumes 17, 2800 Delémont;Magnifique maison mitoyenne avec grande terrasse et grand balcon à vendre à Delémont;Magnifique maison mitoyenne à vendre à DelémontCette maison mitoyenne de style est la définition de l'élégance et du confort. Située au coeur de Delémont, cette propriété dispose de 2.5 pièces qui offrent amplement d'espace pour une vie luxueuse. Avec une surface habitable de 140m² et une surface utilisable de 200m², vous aurez la possibilité de créer un intérieur spacieux et moderne qui répond à tous vos besoins.L'année de construction de cette maison remonte à 1987, ce qui confère une atmosphère unique et chargée d'histoire à la propriété. La maison dispose également de caractéristiques impressionnantes, y compris des finitions de qualité et des détails architecturaux uniques. Les grandes fenêtres permettent à la lumière naturelle d'inonder chaque pièce, créant ainsi une ambiance chaleureuse et accueillante.Quelques caractéristiques clés de cette maison incroyable comprennent: • 5 chambres spacieuses pour accueillir toute votre famille • Une salle de bain et un toilette pour votre confort • Une terrasse de 22m² et un balcon de 21m² pour profiter de l'extérieur • Un sous-sol de 58m² pour du stockage supplémentaire • Un parking intérieur et un parking extérieur pour vos véhiculesCette magnifique maison mitoyenne est une opportunité rare que vous ne voulez pas manquer. Contactez nous dès maintenant pour organiser une visite et découvrir par vous-même tout ce qu'elle a à offrir 0xf4462 0y18c32d1 0x1fxax9dx73. Ne laissez pas passer cette occasion de posséder une propriété exceptionnelle à Delémont... Appelez-nous dès aujourd'hui !;2.5 rooms;140m²;CHF 740,770.–
Route du Jura 23, 2926 Boncourt;Charmante maison individuelle de 2.5 pièces à Boncourt;;2.5 rooms;30m²;CHF 479,320.–
Rue des Tilleuls 4, 2900 Porrentruy;Spacieux appartement de 2.5 pièces à Porrentruy;;2.5 rooms;150m²;CHF 865,270.–
Les Voirandes 6, 2926 Boncourt;Maison de 2.5 pièces à Boncourt;;2.5 rooms;;CHF 715,870.–
Route Cantonale 29, 2922 Courchavon;Jolie maison individuelle de 2.5 pièces à Courchavon;;2.5 rooms;120m²;CHF 199,200.–
Route de France 9, 2926 Boncourt;Au coeur du village avec potentiel commercial;;2 rooms;120m²;CHF 491,770.–
route du jura 20, 2926 Boncourt;Bâtiment de rendement de 2 logements à Boncourt;;;;CHF 485,550.–
Rue du Cornat 3, 2822 Courroux;Immeuble locatif de 3 appartements et d'une surface mixte aménageable à Courroux (BIEN DE RENDEMENT);;;;CHF 921,300.–
Route de Courtemblin 9, 2950 Courgenay;Immeuble locatif de 3 appartements et d'un loft au centre de Courgenay (BIEN DE RENDEMENT);;;;CHF 1,842,600.–
La Ruatte 4, 2924 Montignez;Maison de village en cours de rénovation avec rural à Montignez;;2 rooms;;CHF 342,370.–
Rue des Aubépines 432, 2906 Chevenez;Charmante maison familiale située sur une parcelle de 800m2 à Chevenez;;2.5 rooms;120m²;CHF 516,670.–
Rue du Banné 25, 2900 Porrentruy;Charmante maison mitoyenne de 2.5 pièces à Porrentruy;;2.5 rooms;140m²;CHF 846,600.–
route de coeuve 27, 2900 Porrentruy;Appartement de 2.5 pièces à Porrentruy;;2.5 rooms;120m²;CHF 473,100.–
2714 Les Genevez JU;Appartements exclusifs et lumineux;Appartements exclusifs et lumineux avec exposition sud-ouest et une vue imprenable et dégagée sur la campagne. Ils émergent de la terre dans un environnement calme à proximité de la ville et à quelques mètres de la forêt.Les 6 habitations sont dotées de grandes terrasses et de jardins privatifs pour les rez-de-chaussée.L’immeuble se compose de 3 appartements de 3.5 pièces et de 3 appartements de 2.5 pièces, distribués dans une construction de 3 niveaux aux finitions de qualité. Tous les étages sont desservis par un ascenseur.Au sous-sol, des caves généreuses, un abri PC/grand local à vélos offrent un confort accru aux habitants.A l’extérieur, des places de parcs et un jardin commun avec aménagements/jeux viennent compléter parfaitement la gamme des installations.Ces appartements neufs sont construits sur la parcelle 1700 de la commune des Genevez, village tranquille qui profite évidemment de la proximité de grandes villes et de l'autoroute A16.;2.5 rooms;120m²;CHF 534,100.–
2714 Les Genevez JU;Appartements exclusifs et lumineux;Appartements exclusifs et lumineux avec exposition sud-ouest et une vue imprenable et dégagée sur la campagne. Ils émergent de la terre dans un environnement calme à proximité de la ville et à quelques mètres de la forêt.Les 6 habitations sont dotées de grandes terrasses et de jardins privatifs pour les rez-de-chaussée.L’immeuble se compose de 3 appartements de 1.5 pièces et de 3 appartements de 4.5 pièces, distribués dans une construction de 3 niveaux aux finitions de qualité. Tous les étages sont desservis par un ascenseur.Au sous-sol, des caves généreuses, un abri PC/grand local à vélos offrent un confort accru aux habitants.A l’extérieur, des places de parcs et un jardin commun avec aménagements/jeux viennent compléter parfaitement la gamme des installations.Ces appartements neufs sont construits sur la parcelle 1700 de la commune des Genevez, village tranquille qui profite évidemment de la proximité de grandes villes et de l'autoroute A16.Dès CHF 319'000.—;1.5 rooms;23m²;CHF 397,150.–
Chemin des Vauches 6, 2900 Porrentruy;Immeuble de rendement à Porrentruy;;;;CHF 809,250.–
route principale 19, 2915 Bure;Lot de deux bâtiments dont corps de ferme a rénover avec permis;;;;CHF 560,250.–
2336 Les Bois;Bel immeuble familial ou de rendement (4.8%);Situé au centre du village de Les Bois, ce bel immeuble construit sur 3 niveaux et un sous-sol, est constitué de 3 appartements (2x 4.5 pièces et 1 loft), d'un garage individuel, d'un espace buanderie commun, d'un local technique, de caves et de différents espaces de rangement.- Rendement d'env. 4,8%- Appartements lumineux profitant d'un ensoleillement du matin au soir- Construit en 1902- Parcelle de 661 m²- Dans un très bon état d'entretien- En bout d'impasse;;;CHF 1,058,250.–
Haut du village 28, 2353 Les Pommerats;Très belle ferme de 2.5 pièces avec 6 boxes et paddock aux Pommerats;;2.5 rooms;;CHF 1,419,300.–
Promenade Iris de Roten 1, 2800 Delémont;Somptueux appartement de 1.5 pièces meublé à Delémont;;1.5 rooms;20m²;Price on request
Rue du Puits 15, 2932 Coeuve;Maison de village de 2.5 pièces avec rural à Coeuve;;2.5 rooms;120m²;CHF 529,120.–
Rue de la Pierre-Percée 18, 2950 Courgenay;Charmante maison familiale de 2.5 pièces à Courgenay;;2.5 rooms;200m²;CHF 821,700.–
Courrendlin, 2830 Courrendlin;Maison locative de 3 appartements à vendre à Courrendlin;Petit immeuble locatif très bien entretenu, disposant d'un terrain de 727m2 à vendre à Courrendlin. L'immeuble se dispose comme suit: • Sous-sol : • 3 Caves • Chauffage à mazout • Buanderie • Rez-de-chaussée: • Appartement de 3.5 pièces • Hall d'entrée • Cuisine agencée • Salon • Salle de bains avec WC et lavabo • 2 chambres • 1er Étage : • Appartement entièrement rénové de 3.5 pièces • Hall d'entrée • Salle de bains avec baignoire, WC et lavabo • Salon • Cuisine équipée • 2 Chambres • 2ème Étage: • Appartement de 2.5 pièces • Hall d'entrée • Cuisine agencée ouverte sur salon • Salle de bains avec WC et lavabo • 2 Chambres • Réduit • Extérieurs • Grand jardin • 2 Garages Tous les appartements sont loués. Vous êtes intéressé et souhaitez recevoir le dossier complet de cet immeuble ? N'hésitez pas à laisser votre demande ! Juraimmobilier SA info@juraimmobilier.ch 032 422 98 22;;;CHF 902,620.–
route du jura 25, 2926 Boncourt;Maison familiale sur une parcelle de 1088m2, vue dégagée sur la forêt;;2.5 rooms;290m²;CHF 684,750.–
rue des tanneurs 8, 2900 Porrentruy;Bâtiment composé d'un atelier et d'un logement au bord de l'Allaine;;2.5 rooms;260m²;CHF 560,250.–
Route Principale 27, 2915 Bure;Maison de village de 2.5 pièces avec rural à Bure;;2.5 rooms;120m²;CHF 491,770.–
chemin de la roselière 7, 2900 Porrentruy;Villa avec piscine située sur une superbe parcelle de 1'370m2;;2.5 rooms;;Price on request
Promenade Iris de Roten 1, 2800 Delémont;Magnifique appartement de 2.5 pièces au 7ème étage;;2.5 rooms;180m²;CHF 1,114,270.–
Promenade Iris de Roten 1, 2800 Delémont;Superbe appartement de 2.5 pièces dans la Résidence de la Sorne;;2.5 rooms;140m²;CHF 890,170.–
Le Crêt 224, 2932 Coeuve;Magnifique maison d'architecte de 300m2 sur une parcelle de 2'832m2;;2.5 rooms;360m²;CHF 2,116,500.–
Sous les Chênes 124, 2944 Bonfol;Immeuble de rendement | 6,5% net;;;;CHF 865,270.–
2822 Courroux;Maison familiale avec grand jardin;Située au c?ur du village de Courroux, cette maison offre une architecture charmante, mettant en valeur des poutres apparentes et des finitions en bois qui créent une atmosphère chaleureuse et accueillante. Le rez-de-chaussée vous accueille avec un salon doté d'une cheminée, une salle à manger spacieuse, une cuisine et un WC séparé. Le séjour et la cuisine s'ouvrent sur une terrasse couverte et un jardin verdoyant. À l'étage, la maison dispose de trois chambres, dont une avec dressing et une autre avec des armoires encastrées, ainsi qu'une salle de bains avec douche et baignoire. À l'extérieur, vous trouverez un grand jardin agréable orné d'arbres, une grande terrasse, un garage avec grenier et des places de parking. La maison se dispose comme suit : • Sous-sol : • Hall ? couloir avec des armoires encastrées • 1 grande chambre • Abri antiatomique / cave • Buanderie ? local technique • Rez-de-chaussée : • Hall d'entrée • Salon avec cheminée et salle à manger avec accès à la terrasse et jardin • Cuisine avec accès à la terrasse et jardin • WC séparé • Réduit • Etage : • Couloir • 3 chambres, dont une avec dressing et une autre avec des armoires encastrées • Salle de bains avec douche et baignoire • Extérieurs : • Jardin • Grande terrasse • Garage avec grenier • Places de parc;2 rooms;;CHF 871,500.–
2336 Les Bois;Les Villas de la Charette;"Les Villas de la Charette La promotion ""Les Villas de la Charette"" vous propose 2 villas parfaitement situées à l'entrée du village dans un quartier résidentiel offrant une magnifique vue sur les crêtes du Jura, proche du centre, à deux pas des commerces, et à quelques minutes de toutes les commodités. De par leur orientation parfaite Sud-Est, les villas offrent une vue dégagée ainsi qu'un ensoleillement optimal tout au long de la journée. - 1 villa individuelle neuve avec jardin privatif d'env. 300 m2- 2.5 pièces, surfaces utiles de 200 m2, disposés sur 2 niveaux- Couvert pour 2 véhicules et 2 places de parc extérieures- Matériaux de qualité et finitions à choix du preneur- Livraison prévue : fin 2025Prix de vente : CHF 745'000.-Pour plus d'informations, veuillez consulter: www.villas-charette.ch";2.5 rooms;200m²;CHF 927,520.–
2336 Les Bois;Les Villas de la Charette - Villa A;"Les Villas de la Charette La promotion ""Les Villas de la Charette"" vous propose 2 villas parfaitement situées à l'entrée du village dans un quartier résidentiel offrant une magnifique vue sur les crêtes du Jura, proche du centre, à deux pas des commerces, et à quelques minutes de toutes les commodités. De par leur orientation parfaite Sud-Est, les villas offrent une vue dégagée ainsi qu'un ensoleillement optimal tout au long de la journée. - 1 villa individuelle neuve avec jardin privatif d'env. 300 m2- 2.5 pièces, surfaces utiles de 200 m2, disposés sur 2 niveaux- Couvert pour 2 véhicules et 2 places de parc extérieures- Matériaux de qualité et finitions à choix du preneur- Livraison prévue : fin 2025Prix de vente : CHF 745'000.-Pour plus d'informations, veuillez consulter: www.villas-charette.ch";2.5 rooms;200m²;CHF 927,520.–
2803 Bourrignon;Charmante maison villageoise près de Delémont;Cette charmante maison, divisée en deux appartements, est nichée au coeur de Bourrignon dans un quartier paisible et verdoyant, à l'abri de toute nuisance. Elle offre un environnement privilégié avec de vastes espaces extérieurs. Elle bénéficie également d'un emplacement idéal, à quelques minutes en voiture de Delémont et de Porrentruy, et est bien servi en transports publics. L'un des appartements de cette propriété est composé de 5,5 pièces qui totalisent 162m² et le second possède 4,5 pièces pour une superficie de 125m².Les aménagements extérieurs comprennent un grand jardin d'hiver et d'une terrasse ajoutant une dimension agréable à cette magnifique demeure. Ces espaces offrent de nombreuses possibilités, afin de profiter de la nature et du calme de l'environnement. Venez découvrir cette magnifique maison villageoise entièrement rénovée avec goût, offrant de généreux espaces et une qualité de vie exceptionnelle !;3 rooms;380m²;CHF 1,114,270.–
60V, Chemin de la Gare, 2943 Vendlincourt;Maison individuelle saine à rafraichir avec grand jardin;;2.5 rooms;130m²;Price on request
Rue du 23-Juin 78, 2822 Courroux;DERNIÈRE CHANCE - 1.5pces avec 190m2 de jardin;;1.5 rooms;130m²;CHF 734,420.–
Rue du 23-Juin, 2822 Courroux;Appartement de RENDEMENT - Très haut standing;;1.5 rooms;120m²;CHF 556,390.–
Rue du Breuil, 2952 Cornol;Magnifiques villas de 2.5 pièces avec beau terrain plat et vue dégagée;Nous vendons, clé en main, à l'entrée du village de Cornol dans le joli quartier calme du Breuil, une villa spacieuse moderne et lumineuse conçue avec des matériaux de qualités.Points forts: • Domotique • Construction en double mur • Puissance photovoltaïque supérieur à la norme • Garage isolé • Nombreuses places de parc • Entrée couverte • Proche de la nature • Vue dégagée sur un vergé non constructible de 1784 m2De la cuisine, à la salle de bains, en passant par les sols, agencez cette villa selon vos gouts !Une cédule hypothécaire de 700'000 CHF est offerte au premier client.Possibilité de financement avantageux auprès de nos partenaire.C'est avec plaisir que nous vous renseignons sur ce beau projet, contactez nous !;2.5 rooms;160m²;CHF 993,510.–
Rue du 23 juin 30, 2942 Alle;Maison mitoyenne : confort et jardin inclus !;;2 rooms;190m²;CHF 597,600.–
2915 Bure;Maison villageoise à transformer avec beau potentiel;CIR Group a l'avantage de vous proposer, sur le marché, cette magnifique opportunité à transformer au prix de : 450 000 CHFCette charmante maison est une opportunité rare à ne pas manquer ! Cette propriété offre plusieurs possibilités d'habitation tel que individuel ou la réalisation de plusieurs logements. Actuellement elle propose 2 pièces et une surface habitable de 350 mètres carrés, ce bien offre les privilèges suivants : • 2 chambres • Une surface totale de 900 mètres carrés de terrain • Une vue imprenable et environnement calme • Un grand espace extérieur comprenant 2 places de parkingTransformation de la partie atenante possible en couvert à voitures/local artisanal/multiples garages individuelles.Construite en 1900, cette maison a été soigneusement entretenue au fil des années. La maison est présentée dans son état actuel et brut, cependant pour la rendre habitable et confortable des travaux son à prévoir. Tels que : • Installation électrique • Installation chauffage • Panneaux solaires • Pompe à chaleurContactez-nous dès maintenant pour organiser une visite et découvrir tout le potentiel de cette propriété exceptionnelle !;2 rooms;350m²;CHF 498,000.–
2800 Delémont;Opportunité unique à Delémont;Découvrez ce magnifique appartement de 2.5 pièces très bien situé à Delémont. Avec 2 salles de bain pour plus de confort, cet appartement lumineux offre une surface habitable de 28m². Profitez également d'un balcon de 9m² pour des moments de détente en plein air. • Chambres: 2.5 • Salles de bain: 2 • Surface habitable: 28m² • Surface du balcon: 9m² • Parkings intérieurs: 1 • Année de construction: 1968 • Année de rénovation: 2019Ne laissez pas passer cette opportunité unique! Contactez-nous dès maintenant pour planifier une visite et faire de cet appartement votre nouveau chez-vous.;2.5 rooms;28m²;CHF 534,100.–
2944 Bonfol;Superbe maison de 2 appartements à vendre à Bonfol;Cette magnifique maison de 2 appartements est une occasion unique de devenir propriétaire d'un bien exceptionnel à Bonfol, en Suisse. Avec son design classique et sa situation idéale, cette propriété offre un confort absolu et un style de vie enviable. Ne manquez pas l'opportunité d'acquérir cette propriété de rêve au prix attractif de 650'000 CHF.Les caractéristiques principales de cette maison comprennent: • 3 pièces spacieuses offrant un espace de vie généreux pour toute la famille • Une surface habitable de 430 mètres carrés garantissant un confort optimal • Un terrain de 417 mètres carrés, offrant amplement d'espace extérieur pour le jardinage ou les loisirs • Une surface de balcon de 18 mètres carrés, idéale pour profiter des vues panoramiques sur les environs • 3 parkings intérieurs et 2 parkings extérieurs pour accueillir facilement tous les véhicules de la famille • Année de construction de 1942 avec rénovation en 2019, offrant à la fois l'authenticité du passé et le confort moderneCette maison est située au c?ur de Bonfol, offrant une atmosphère tranquille et paisible tout en étant proche de toutes les commodités. Les écoles, les commerces et les transports en commun sont à proximité, rendant cette propriété idéale pour les familles.Ne manquez pas cette occasion unique d'acquérir cette charmante maison à Bonfol. Contactez-nous dès maintenant pour organiser une visite et commencer votre nouvelle vie dans cette maison de rêve!Appelez-nous dès maintenant pour organiser une visite!;3 rooms;430m²;CHF 809,250.–
Chemin des Vaitcherons, 2902 Fontenais;Très bel appartement de 2.5 pièces à Fontenais;;2.5 rooms;160m²;CHF 790,570.–
Chemin des Noz 10, 2942 Alle;Maison sur 930m2 avec gros potentiel d'agrandissement, quartier calme.;;2.5 rooms;28m²;CHF 535,350.–
Le clôtre, 2905 Courtedoux;Construction de deux villas familiales à Courtedoux;;2.5 rooms;;CHF 1,058,250.–
2905 Courtedoux;Superbe maison mitoyenne à Courtedoux;Cette charmante propriété offre une combinaison parfaite de caractère historique et de modernité. Avec ses 2.5 pièces et ses 2 salles de bains, cette maison est idéale pour une famille à la recherche d'un nouveau foyer chaleureux.La maison a été construite en 1850 et récemment rénovée en 2023 offrant ainsi le mélange parfait d'authenticité et de confort moderne. La surface habitable de 160 m² vous donnera amplement d'espace pour vous détendre et profiter de votre vie quotidienne.Caractéristiques clés : • 2.5 pièces spacieuses pour accueillir toute la famille • 2 salles de bains pour plus de confort • 2 places de parking intérieures et 1 place de parking extérieure pour vos véhicules • Un terrain spacieux de 650 m² pour vos activités extérieures • Une construction solide datant de 1850 avec des matériaux de qualitéCette maison est prête à devenir votre foyer. Ne manquez pas cette occasion exceptionnelle ! Contactez-nous dès maintenant pour organiser une visite.;2.5 rooms;160m²;CHF 554,020.–
La Rochette 33, 2900 Porrentruy;Grand appartement de 2.5pièces superbement situé, idéal pour rendement;;2.5 rooms;120m²;CHF 410,850.–
2714 Les Genevez JU;Superbes lofts personnalisés inondés de lumière dans un cadre paisible;"- 2 lots restants -Située à l’entrée du village, la parcelle jouit d’une situation exceptionnelle. Vous apprécierez ces lofts exclusifs inondés de lumière avec une vue imprenable et dégagée sur la campagne.Ces appartements neufs de type « Loft », créés dans une bâtisse de caractère autrefois affectée à une production horlogère, offrent des surfaces nettes de ventes de plus de 240 m2.Disponibles au rez-de-chaussée, 1er, 2e et 3e étage ; Les quatre habitations de 2.5 pièces sont distribuées sur 4 niveaux aux finitions de qualité. Tous les étages sont desservis par un ascenseur.Il s’agit de luxueux lofts avec grands balcons ou terrasses, cuisines totalement agencées ouvertes sur le très vaste séjour, dressings, trois salles d’eau avec tous les conforts souhaités et la possibilité de personnaliser l’ensemble selon vos goûts et vos désirs d'aménagement, « Au gré de l’acheteur ».Ces créations hauts de gamme bénéficient évidemment de finitions de qualité, sont réalisées sur la parcelle 167 de la commune des Genevez, village tranquille qui profite évidemment de la proximité de grandes villes et de l'autoroute A16.A l’extérieur, des places de parcs et un jardin commun avec aménagements/jeux viennent compléter parfaitement la gamme des installations.Dès CHF 589'000.—";2.5 rooms;240m²;CHF 733,300.–
Chemin de l'Ermitage 16, 2900 Porrentruy;Charmante maison familiale à Porrentruy;;2.5 rooms;;CHF 560,250.–
sur les vies de bâle, 2942 Alle;Superbe maison mitoyenne à Alle;;2.5 rooms;180m²;CHF 821,700.–
Chemin de la Sapinière 30Q, 2805 Soyhières;Superbe maison de 2.5 pces avec garage incorporé;;2.5 rooms;170m²;CHF 610,050.–
Rière les Lammes, 2825 Courchapoix;Appartement neuf de 2.5 p dans PPE de 6 appartements;Magnifique immeuble de 6 appartements Rières les Lames composé de : • 2 appartements au rez-de-chaussée de 3.5 pièces d'une surface brute de 115.25m2 • 2 appartements à l'étage de 2.5 pièces d'une surface brute de 241.77m2 • 2 appartements en attique de 2.5 pièces d'une surface de brute de 190.92m2 Descriptif: • Une cuisine ouverte sur séjour • Un dressing dans chambre parentale • Une salle de bain • Machine à laver et sécher • Un WC avec douche italienne • Une terrasse privative • Un cellier • Une cave • Une place de parc;2.5 rooms;300m²;Price on request
Route de Courtemblin 3, 2950 Courgenay;Appartement au dernier étage d'un petit immeuble à Courgenay;;2.5 rooms;23m²;CHF 367,270.–
Chemin de la Combe, 2853 Courfaivre;Villa individuelle neuve de 2.5 pièces à Courfaivre;;2.5 rooms;180m²;CHF 1,164,070.–
Chemin de la Combe, 2853 Courfaivre;Villa individuelle neuve de 2.5 pièces à Courfaivre;;2.5 rooms;180m²;CHF 1,164,070.–
Chemin de la Combe, 2853 Courfaivre;Villa individuelle neuve de 2.5 pièces à Courfaivre;;2.5 rooms;180m²;CHF 1,164,070.–
Haute Rive 60, 2950 Courgenay;Nouvelle construction: Attique de 2.5 pièces;Découvrez ce magnifique attique de 2.5 pièces d'une nouvelle construction qui vous offrira un petit havre de paix dans la commune de Courgenay. L'appartement est actuellement brut, les finitions sont au gré de l'acquéreur.Toutes les informations répertoriées dans cette brochure, les surfaces et les plans, sont utilisées à des fins publicitaires. Elles sont communiquées à titre indicatif et n'ont aucune valeur contractuelle pouvant engager Barnes Suisse SA ou l'un de ses partenaires.;2.5 rooms;150m²;CHF 805,510.–
Rue Saint-Michel 1, 2900 Porrentruy;Appartement rénové de 1.5p à Porrentruy;;1.5 rooms;22m²;CHF 398,400.–
le moulin 1, 2923 Courtemaîche;Appartement de 60m2 avec jardin à Courtemaiche;;1 room;19m²;CHF 267,670.–
