Address;Title;Description;Rooms;Living Space (sqm);Price
6460 Altdorf;Grosse und preiswerte 1.5-Zi.-Wohnung, in 6460 Altdorf UR;;1.5 rooms;22m²;CHF 522,900.–
6377 Seelisberg;Ein Traumhaus mit Blick auf die Bergwelt;"An absolut einmaliger Lage hoch über dem Nebelmeer, fernab von Hektik, Alltagsstress und Lärm, thront dieses aussergewöhnliche Einfamilienhaus. Hier erwartet Sie eine spektakuläre Kulisse mit Blick auf das umliegende Bergpanorama mit dem Fronalpstock, Urner Berge, Mythen und Niederbauen. Dieses Einfamilienhaus wurde mit höchster Liebe zum Detail und unter Verwendung erstklassiger Materialien gebaut. Moderne Annehmlichkeiten verschmelzen nahtlos mit der natürlichen Umgebung. Hier können Sie sich Ihren Traum von einem Leben in der Natur erfüllen, ohne auf modernen Komfort und Bequemlichkeiten verzichten zu müssen.Highlights • Traumhafte und unverbaubare Weitsicht auf den Fronalpstock, die Urner Berge, Mythen sowie den Niederbauen • Idyllische Lage im Ferienort Seelisberg • Angrenzend an die Landwirtschaftszone • Stilvoller und moderner Innenausbau mit hochwertigen Materialien • Hauseigener Lift Weitere Informationen zu diesem einzigartigen Objekt finden Sie auf unserer Webseite unter www.domba.ch. Bestellen Sie jetzt die ausführliche Dokumentation zum Wohntraum ""Ein Traumhaus mit Blick auf die Bergwelt"" oder melden Sie sich für einen unverbindlichen Besichtigungstermin bei uns. Dieses Objekt können Sie per Videoanruf besichtigen. Frau Martina Knobel freut sich über Ihre Kontaktaufnahme! Unser Bader Team ist jederzeit via Telefon, WhatsApp, FaceTime und E-Mail gerne für Sie da.Martina Knobel+41 41 418 08 55+41 79 418 51.53info@domba.ch";1.5 rooms;170m²;CHF 2,925,750.–
Gändli 28b, 6468 Attinghausen;Wohnung 2.5 Zimmer;;2.5 rooms;150m²;CHF 1,307,250.–
Unterer Biel 1, 6467 Schattdorf;Attikawohnung 2.5 Zimmer;;2.5 rooms;160m²;CHF 1,761,670.–
Efibach 40, 6473 Silenen;Luxuriöses 4.5-Zimmer-Haus mit viel Wohnspielraum in Silenen;Als äusserst attraktives Angebot, steht dieses luxuriöse 4.5-Zimmer-Einfamilienhaus an sanfter Hanglage mit Ausblick in Silenen UR zum Verkauf. Das freistehende Haus befindet sich am Ende einer ruhigen Privatstrasse und bietet den Eigentümern dementsprechend luxuriösen Wohnkomfort mit grosser Privatsphäre. 1977 erbaut und laufend gehoben renoviert, profitiert es von einer grosszügigen Raumaufteilung mit viel privaten Aufenthaltszonen und einem attraktiven Innenausbau über 3 Etagen. Durch die imposante Eingangshalle mit Spiegelschrank und dezentem Gäste-WC gelangt man durch die hochmoderne Küche mit Kochinsel hindurch in das imposante Herzstück des Hauses: die hohe Wohnhalle mit offener Galerie und einzigartigem, offenen Cheminée. Die geräumige Wohnhalle beinhaltet den grosszügigen Ess- und Salonbereich, wodurch sich dieser Raum als spektakulärer Aufenthaltsort für Familie und Gäste anbietet. Im linken Flügel des Erdgeschosses befindet sich eine private Wohnsuite mit grosszügigem Schlafzimmer, separatem WC mit Dusche und Waschraum, wie auch ein grosszügiger Salon mit bodenlanger Fensterfront und Direktzugang in die private Gartenlounge mit Outdoor-Küche. Die Suite kann ideal als privater und luxuriöser Wohnraum für Gäste wie auch als erweiterter Wohnbereich dienen. Im rechten Flügel im Erdgeschoss befindet sich wiederum eine private Wohnzimmersuite mit zwei prächtigen Schlafzimmern, ein begehbares Kleiderzimmer, wie auch zwei luxuriöse Badezimmer jeweils mit Dusche und Badewanne, welche diesen gehobenen Wohnbereich abrunden. Weitere Aufenthaltsbereiche für Familie und Gäste befinden sich im Obergeschoss (über den Galeriezugangerreichbar), wo man eine grosszügige Wohnzone inklusive Kino- und Spielzimmer, wie auch ein grosszügiges Bürozimmer mit weissem Marmorboden auffindet. Das Haus profitiert zudem von einem separaten Fitnessbereich und einer Sauna.Das separate Untergeschoss bietet nebst zusätzlichem Wohnraum mit Waschküche und Kellerräumlichkeiten für Eigennutzung dank der eigenen, separaten Hauseingänge eine 2.5-Zimmer- und 1-Zimmer- Einliegerwohnung (für gewerbliche Nutzung geeignet). Dadurch eignet sich dieses luxuriöse Objekt auch ideal als Mehrgenerationenhaus oder zur Langzeit-/ Kurzzeit-Vermietung an Touristen. Abgerundet wird das Grundstück durch eine Doppelgarage und mehreren Abstellplätzen vor dem Haus wie auch ein vielseitiger Umschwung (460m2) mit wunderschöner Aussicht in die Natur und die Berge. Brixel präsentiert Ihnen dieses Objekt, welches privat verkauft wird. Einen umfassenden Eindruck erhalten Sie auf der Website: https://page.brixel.ch/haus-silenenDort finden Sie unter anderem:- Alle Fotos- 3D-Tour- Grundrisse- Verkaufsdokumentation- Wichtige Dokumente wie Grundbuchauszug etc.;4.5 rooms;680m²;CHF 2,676,750.–
Gotthardstrasse 100, 6490 Andermatt;2.5-Zimmer-Maisonettewohnung in Andermatt;;2.5 rooms;180m²;CHF 3,984,000.–
6490 Andermatt;1.5 ZIMMERWOHNUNG IN ANDERMATT MIT ATEMBERAUBENDER AUSSICHT;Dieses exquisite Apartment im Haus Hirsch in Andermatt bietet einen atemberaubenden Blick auf die Berge und den Fluss Reuss. Beginnen Sie Ihren Tag mit einem Morgenkaffee oder entspannen Sie bei einem Glas Wein am Nachmittag auf dem grosszügigen 24 m² grossen Balkon.Mit dem grosszügigen Wohnraum im modernen alpinen Design werden Sie und Ihre Familie sich sofort wie zu Hause fühlen. Geniessen Sie den Luxus von zwei ensuite Badezimmern und einer zusätzlichen Gästetoilette, die den ultimativen Komfort für alle gewährleisten. Beide Schlafzimmer verfügen über private Balkone und eine separate Waschküche erleichtert den Alltag.Highlights • 150m2 Wohnfläche • 24m2 Balkon mit einzigartiger Aussicht • 2 Schlafzimmer mit eigenem Balkon • 2 Bäder ensuite • Gästetoilette • Moderne Küche mit hochwertigen Geräten • Pantry/Waschküche • Parkplatz inklusive • Vollständig möbliert inklusive Kleininventar • Einbauschränke in allen Zimmern • Holzkamin • Ski- und Fahrradraum Kontaktieren Sie uns jetzt für weitere Informationen und Besichtigungstermine!ENGLISHThis exquisite apartment in House Hirsch in Andermatt offers an unparalleled view of the mountains and the River Reuss. Start your day with a morning coffee or unwind with an afternoon glass of wine on the expansive 24m² balcony.With generous living space featuring an alpine contemporary design, you and your family will feel right at home. Enjoy the luxury of two ensuite bathrooms and an additional guest restroom, ensuring ultimate comfort for all. Both bedrooms feature private balconies, and a separate laundry room adds convenience to everyday living.Property Highlights • 150m2 living space • 24m2 Balcony with exceptional views • 2 Bedrooms with private balcony • 2 Bathrooms ensuite • Guest Restroom • Modern kitchen with quality appliances • Pantry/Laundry Room • Parking included • Fully furnished • Built in cupboard in all rooms • Wood fireplace • Ski and Bike room Enquire now for more information and viewing appointments!;1.5 rooms;150m²;CHF 3,672,750.–
Gändli 28a, 6468 Attinghausen;Wohnung 1.5 Zimmer;;1.5 rooms;26m²;CHF 1,008,450.–
Gändli 28b, 6468 Attinghausen;Attikawohnung 2.5 Zimmer;;2.5 rooms;150m²;CHF 1,332,150.–
Gändli 30b, 6468 Attinghausen;Reihenmittelhaus 2.5 Zimmer;;2.5 rooms;180m²;CHF 1,394,400.–
Furkastrasse 8, 6493 Hospental;Ab in die Berge! - nur 4 Minuten von Andermatt entfernt;Entdecken Sie eine Immobilie mit unbegrenzten Möglichkeiten im Herzen der Schweizer Alpen: Ein charmantes Chalet in Hospental, das individuell gestaltet und vielseitig genutzt werden kann. Egal ob als grosszügiges Familienheim, als Kombination aus privatem Rückzugsort und renditestarker Vermietungseinheit oder als vollständiges Anlageobjekt - dieses Bijou passt sich Ihren Träumen und Projekten an.;2.5 rooms;260m²;CHF 1,220,100.–
Wilerstrasse 1, 6472 Erstfeld;Wohnen mit Aussicht: 2.5-Zimmerwohnung mit Blick auf die majestätischen Berge und die malerische Reuss;;2.5 rooms;23m²;CHF 491,770.–
Dorfstrasse 72, 6377 Seelisberg;Bergromantik pur: 4½-Zimmerwohnung in Seelisberg zu verkaufen;"2.5-Zimmer-Maisonette-WohnungDie 2.5-Zimmer-Maisonette-Wohnung liegt an wunderschöner und ruhiger Lage im schönen Bergdorf Seelisberg. Seelisberg bietet unzählige Freizeitaktivitäten und eine wunderschöne Aus- und Weitsicht über den Urnersee, die umliegenden Berge sowie die Urner Alpen. Ein perfekter Ort, um abzuschalten und sich zu Erholen.Das Verkaufsobjekt liegt im 3. und 4. Obergeschoss und verfügt über zwei Balkone welche optimale Nachmittags- und Abendsonne versprechen.Weitere Facts: • urchiger Kachelofen für die kalten Wintertage und das nostalgische Gefühl • gut ausgestattete und moderne Küche mit Essbereich • stilvolle Badezimmer mit Dusche sowie ein separates Gäste WC • die praktische Galerie im Schlafzimmer als Rückzugsort, Arbeitsplatz, Stauraum oder Lesebereich • toller Korridor im 2.OG mit Waschmaschine im Einbauschrank • schöne und ruhige Lage im Dorf mit wunderbarer Aussicht • Tennisplatz, Boulebahn, Fitnessraum, Sauna und Solarium für die gemeinsame Mitbenutzung • unzählige Wanderwege vor der Haustüre, so auch der ""Weg der Schweiz"", welcher in der 1. Etappe vom Rütli nach Seelisberg führt • Einstellhallenplatz kann für CHF 30'0000.00 dazu gekauft werden Haben wir Ihr Interesse geweckt? Gerne stehen wir bei Fragen zur Verfügung und senden Ihnen weitere Unterlagen zu.Wir freuen uns, auf Ihre Kontaktaufnahme.Virtuelle Tour: https://360.feelestate.ch/view/fullscreen/id/VZ84M";2.5 rooms;130m²;CHF 946,200.–
Gändli 30c, 6468 Attinghausen;Reiheneckhaus 2.5 Zimmer;;2.5 rooms;180m²;CHF 1,581,150.–
Gotthardstrasse, 6482 Gurtnellen;Gemütliche Perle!;Schon beim Betreten dieser Perle werden Sie begeistert sein – lassen Sie sich verzaubern. Diese Wohnung ist zurzeit vermietet. Der Eingangsbereich punktet mit viel Platz und bildet den Auftakt zu einem gemütlichen Wohnerlebnis. Im Wohn- und Essbereich mit Cheminée erhalten Sie ein grosszügiges Platzangebot. Von hier aus gelangen Sie direkt auf den gedeckten Balkon, der nach Süden ausgerichtet ist, und der in der warmen Jahreszeit als grosszügige Erweiterung des Wohnraumes dient. In der halboffenen Küche, welche sich perfekt ins Raumkonzept eingliedert, macht das Kochen Spass. Zwei helle Schlafzimmer, das eine mit Einbauschränken, warten auf Ihre Einrichtungsideen. Das zeitlose Badezimmer mit Dusche und Wanne lässt keine Wünsche offen.Ein Cheminée sorgt für warme Momente in der kalten Jahreszeit.Dieses ImmoSky-Angebot bietet folgende *Mehr Leistung*:- Lichtdurchflutete Räumlichkeiten- Sanierte Küche mit viel Stauraum- Sonniger gedeckter Balkon- Grosszügiges Badezimmer mit Fenster- Gemütliches Cheminée - Und noch viele weitere HighlightsFür die nicht tagtäglich benötigten Dinge finden Sie in Ihrem Kellerabteil ausreichend Stauraum. Für Ihre Fahrzeuge stehen Ihnen eine Garagenbox für zusätzlich CHF 30'000.- und ein Aussenparkplatz zur Verfügung.Überzeugen Sie sich bei einer unverbindlichen Besichtigung von dieser Perle. Wir freuen uns auf Ihren Anruf.;1.5 rooms;25m²;CHF 466,870.–
Gändli 30d, 6468 Attinghausen;Kleinhaus 1.5 Zimmer;;1.5 rooms;23m²;CHF 1,014,670.–
6377 Seelisberg;Aussergewöhnliches Haus mit Potenzial und atemberaubendem Blick;Dieses prachtvolle Haus in Seelisberg ist eine Traumimmobilien. Das im Jahr 1914 erbaute Anwesen wurde gut unterhalten. Es eignet sich perfekt für eine grosse Familie oder Jemanden, der viel Platz benötigt. Es ist einzigartig in seiner Art. Mit 8 Schlafzimmern und 4 Badezimmern bietet das hübsche Haus 370 m² Nettowohnfläche und ist auf 3 Etagen verteilt. Das Haus befindet sich auf einem 3'248 m² grossen Grundstück und setzt sich aus drei Parzellen zusammen, es teilt sich in 1'389 m² Bauland in der Kernzone sowie 1'859 m² Landwirtschaftsland auf. Eine der drei Parzellen bietet eine Baulandreserve von 507 m², was den zukünftigen Besitzern diverse Optionen ermöglicht. Zum Beispiel zwei Terrassenwohnungen, ein weiteres Einfamilienhaus oder eine Gesamtüberbauung auf dem zur Verfügung stehenden Bauland. Damit wird dieses einzigartige Grundstück an einmaliger Lage mit Seesicht auch für Investoren interessant.Das Haus punktet mit vielen weiteren Features und Highlights: • 4.5 Zimmerhaus, davon 8 Schlafzimmer und 4 Badezimmer • Geräumige 370 m², Wohnfläche auf 3 Etagen • Spektakuläre Aussicht auf den See und in die Berge • Gemütlicher Kamin für kalte Winterabende • Weinkeller • 4 Innen- und 3 Aussenstellplätze • BaulandreserveDas charmante Haus ist der perfekte Ort für Menschen, die gerne in einer ruhigen Gegend wohnen möchten. Ein erstaunliches Domizil mit einem aussergewöhnlich hohen Mass an Privatsphäre und Persönlichkeit. Die unvergleichliche Grösse und Qualität dieser Immobilie bietet eine hervorragende Möglichkeit, ein lang ersehntes Traumhaus zu erwerben. Diese Immobilie verkörpert den Charme der Vergangenheit und kombiniert ihn mit der Moderne des Lebens. Wenn Sie es gewohnt sind, das Beste zu bekommen, dann ist diese Immobilie Ihre Wahl. Es hat eine einzigartige Lage und bietet einen herrlichen Blick auf die Umgebung. Dieses Haus muss man gesehen haben, vorallem, wenn man so eine geräumige und abgelegene Immobilie sucht.;4.5 rooms;370m²;CHF 2,963,100.–
Utzigen 8, 6460 Altdorf UR;2.5 Zimmer Wohnung mit Balkon und Panorama-Bergsicht (Reserviert);;2.5 rooms;120m²;CHF 896,400.–
Gotthardstrasse 36, 6460 Altdorf UR;Rendite Objekt mit grossem Umbaupotenzial;;2.5 rooms;290m²;CHF 1,108,050.–
Bärengasse 1, 6490 Andermatt;Gotthard Residences Apartment in Andermatt;;1.5 rooms;;CHF 2,838,600.–
Mattenstrasse 40, 6463 Bürglen;2.5-Zimmerwohnung an sonniger Wohnlage;;2.5 rooms;120m²;CHF 1,039,570.–
Gotthardstrasse, 6482 Gurtnellen;Klein aber mein;Dieses heimelige Schmuckstück befindet sich in einem gepflegten Mehrfamilienhaus mit 5 Einheiten. Eine gute Weitsicht mit Süd/Ost-Balkon und einer gemütlichen Atmosphäre mit Dachschrägen machen diese Liegenschaft einzigartig.Die Liegenschaft ist zurzeit vermietet, daher wäre es auch eine gute Investition.Ein geräumiger Eingangsbereich begrüsst Sie hier. Gleich dahinter ein heimeliger Wohnbereich mit offener Küche und genügend Platz für gemütliche Stunden. Das Schlafzimmer mit Einbauschrank liegt im hinteren Teil der Wohnoase und gleich daneben das Bad mit Badewanne zum Entspannen. Die Wohnung ist in einem guten allgemeinen Zustand und zurzeit vermietet. Dieses ImmoSky-Angebot bietet folgende *Mehr Leistung*:+ Geräumiger Balkon mit Süd/Ost-Ausrichtung+ Heimelige Küche + Romantische Dachschrägen mit Dachfenstern+ Idyllische Lage + Und vieles mehr ...Im Untergeschoss befinden sich ein Kellerabteil sowie eine Waschküche zur allgemeinen Nutzung.Für Ihr Auto steht Ihnen eine Garagenbox zur Verfügung, die für CHF 30'000.- dazu gekauft werden muss. Möchten Sie mehr erfahren? Dann zögern Sie nicht und sichern Sie sich Ihren persönlichen Besichtigungstermin. Wir freuen uns auf Ihren Anruf.;1 room;17m²;CHF 280,120.–
Bitzistrasse 13, 6377 Seelisberg;Einfamilienhaus mit Umschwung;;2.5 rooms;290m²;CHF 1,992,000.–
6472 Erstfeld;Einzigartiges Kunst-Raum-Wunder;Ein schmuckes Raumwunder mit diversen Extras welche Sie entzücken werden. Neuwertig da mit viel Liebe zum Detail im Jahr 2022/2023 saniert und mit dem gewissen Etwas die Akzente gesetzt. Hier wird es Ihnen nicht langweilig, denn Sie finden hier Materialien und Ideen die Zeuge sind von einem Künstlerischen Flair den wir wirklich als einzigartig benennen dürfen. Komplett modernisiert mit gehobener Ausstattung an sehr ruhiger Lage ohne Durchgangsverkehr, am Ende einer Sackgasse. Highlights:- sonnige, ruhige Lage mit Bergsicht- hochwertig saniert 2022/2023- zwei Nassbereiche mit Fenster- grosse Zimmer- Wärmepumpe- pflegeleichter Garten- Platz für 2 FahrzeugeDie 140 m² Wohnfläche verteilen sich auf 2 Zimmer, davon 4 Schlafzimmer, und 2 Bäder. Im lichtdurchfluteten Wohnzimmer mit offener Küche und Zugang zur Terrasse, wo Sie entspannte Abende mit Familie und Freunden verbringen können. Den unvergänglichen Landhaus-Effekt in der Küche schenkt einen warmen familiären Stil.Das Grundstück umfasst 357 m² und verfügt über eine idyllische Gartenfläche von 80 m². Hier können Sie die Sonne in vollen Zügen genießen. Zudem bietet eine große Gartenhütte viel Stauraum.Interessiert? Wir stehen Ihnen für Fragen oder eine Besichtigung sehr gerne zur Verfügung.;2 rooms;140m²;CHF 1,193,950.–
Bärengasse 1, 6490 Andermatt;Geräumiges, helles Apartment mit fünf Schlafzimmern;;2.5 rooms;220m²;CHF 4,482,000.–
6460 Altdorf;Gemütliche und charmante  2.5-Zimmer-Wohnung in zentraler Lage in Altdorf;Willkommen in dieser charmanten 2.5-Zimmer-Wohnung in Altdorf, die mit ihrem gemütlichen und offenen Wohnbereich einladend wirkt. Die modern gestaltete Küche verleiht dem Raum eine frische Atmosphäre und lädt zum gemeinsamen Kochen und Geniessen ein. Mit drei Schlafzimmern und einem Badezimmer bietet die Wohnung ausreichend Platz für Familien oder Paare, während die zwei Balkone einen entspannten Rückzugsort im Freien bieten. Ein Keller und eine Tiefgarage sorgen für zusätzlichen Stauraum und Komfort. Durch die Renovierung 2020 besticht die Immobilie mit modernem Charme und Sonneneinstrahlung in allen Räumen. Ein besonderes Highlight ist die Bushaltestelle direkt neben der Wohnung, was den Zugang zu öffentlichen Verkehrsmitteln erleichtert. Entdecken Sie hier das perfekte Zuhause für Ihre Familie in Altdorf. Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus: • Zentrale Lage in Altdorf • Renovierte und gut gepflegte Wohnung • Offene und moderne Küche • Gemütlicher Balkon für entspannte Momente • Keller und Tiefgaragenparkplatz für zusätzlichen Komfort • Direkt neben der Bushaltestelle • Familienfreundliche Umgebung • Nähe zu Restaurants, Einkaufsmöglichkeiten und Schulen • Renovierte und gut gepflegte Wohnung • Ein Tiefgaragenparkplatz muss für CHF 35`000.- dazugekauft werden. Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung! Selber eine Immobilie zu vermarkten? Wir überzeugen mit fairen und transparenten Konditionen!;2.5 rooms;26m²;CHF 616,270.–
